appenzeller cordon bleu zitronenschnitz pommes frit salat,0.018640083386928658
kalbsbratwurst zwiebelsauc rosti salat,0.012751990419374155
zanderfilet bierteig remouladensauc petersilienkartoffeln salat,0.01123284025637045
kalbspiccata tomatensauc spaghetti salat,0.010500986893171586
zanderknusperli tartarsauc salzkartoffeln blattspinat,0.009547359783548825
ghackets rind hornli apfelmus salat,0.008371958927502162
tortillas gefullt sweetcorn roten bohn guacamolesauc salat,0.008205628617684238
schweins-cordon bleu zitronenschnitz country cut salat,0.0066199463307533655
zanderfilet bierteig remouladensauc petersilienkartoffeln broccoli,0.006586680268789781
pouletgeschnetzelt paprikasauc dinkelteigwar romanesco salat,0.006309463085759908
kalbsgeschnetzelt zurcher art champignonsrahmsauc nudeln salat,0.005488900223991485
paniertes schnitzel zitronenschnitz pommes frit karotten-duo,0.005488900223991484
spaghetti bio-rindsbolognes reibkas salat,0.005078618793107273
ausgewogenes grillbuffet bratwurst cervelat dazu div . dips / sauc salat,0.005023175356501297
entrecôte stuck krauterbutt ofengemuse kartoffeln zucchetti salat,0.0049566432325741285
lachs oliven-krautermantel weissweinsauc gemusepilaw salat,0.0048790224213257636
gemuselasagn salat,0.0046905147368654495
paniertes schnitzel zitronenschnitz buure pomm karott,0.00462398261293828
kalbspiccata tomatensauc spaghetti spinat,0.0046018052382958904
bacon sesam-bun burgersauc marinierten zwiebeln cole slaw susskartoffel-pomm salat,0.0045796278636535005
pochierter lach safransauc salzkartoffeln glasierte gurk salat,0.004524184427047526
rindsentrecôte stuck krauterjus ofengemus susskartoffeln salat,0.004435474928477966
schweinsschnitzel thymianjus safranrisotto broccoli salat,0.004413297553835576
riz casimir pouletgeschnetzeltes currysauc fruchtegarnitur reis salat,0.004357854117229603
chicken tandoori poulet basmatireis salat,0.004246967244017653
mediterrane gemuselasagn salat mozzarellaperl,0.004202612494732873
asia pfann rindfleisch peperoni sojasprossen erdnuss salat,0.004191523807411678
tortelli capres basilikumsauc salat,0.004102814308842119
gehacktes rindfleisch hornli reibkas apfelmus salat,0.004069548246878534
raclett cornichon silberzwiebeln salat,0.0038810405624182215
vegetarische capun gemus kase uberback salat,0.003803419751169857
lachsfilet honig zitron mariniert of riso ven zucchetti salat,0.003770153689206272
rotes thaicurry gemus belugalins basmatireis salat,0.003770153689206272
hornli-gemusegratin karott salat,0.003692532877957907
tomat pestosauc salat,0.003659266815994323
poulet-gemusecurry zucchetti basmatireis salat,0.003626000754030738
rindsgeschnetzelt krauterjus dinkelspatzli karotten duo salat,0.003515113880818789
grossmutters hackbrat jus kartoffelstock salat,0.003481847818855204
appenzeller cordon bleu zitron pommes frit salat,0.0034596704442128143
kalbspojarski jus pappardell blattmangold salat,0.003448581756891619
herbsttell spatzli rosenkohl mirza-apfel pilzrahmsauc salat,0.0034042270076068398
lammrack majoranjus rosmarin-bratkartoffeln bohn salat,0.003326606196358475
appenzeller cordon bleu zitronenschnitz vollmond pommes frit blattspinat,0.0033155175090372802
ofenfleischkas senf kartoffel-gurkensalat salat,0.0032489853851101107
tofugeschnetzeltes zurcher art champignon rosti salat,0.0032378966977889157
pizzoccheri kase-sahnesauc landjag wirz salat,0.0032268080104677207
red hot chili popp avocado-papayasalat salat,0.0032157193231465257
tagliatell zitronen-basilikumsauc parmesanspan salat,0.0031935419485041357
gedampftes lachsfilet weissweinsauc dillkartoffeln fenchel salat,0.003182453261182941
pouletbrust sesammantel tandoorisauc basmatireis broccoli salat,0.0031491871992193566
lauchrisotto pinienkern kasespan salat,0.0031380985118981616
schweins cordon bleu appenzeller kas zitronenschnitz pommes frit salat,0.003060477700649797
getrockneten tomat pecorinokas salat,0.0030604777006497967
spatzlipfann wintergemus federkohl bergkas salat,0.003038300326007407
truten saltimbocca salbeijus tomatenrisotto zucchetti salat,0.003038300326007407
pizza verdura zucchetti mozzarella salat,0.0030050342640438226
mediterrane gemuselasagn salat,0.0029939455767226276
bratkugeli champignonsrahmsauc nudeln salat,0.0029939455767226276
pouletoberschenkel basilikumjus basmatireis broccoli salat,0.0029939455767226276
tagliatell spargelragout reibkas salat,0.002982856889401433
pouletbrust limettenjus weissweinrisotto karott salat,0.002982856889401432
spaghetti caponata aubergin tomat salat,0.002960679514759043
pouletnugget zitronenschnitz pommes frit salat,0.002927413452795458
weisses kalbsragout kraut polenta zucchetti salat,0.002894147390831873
kalbsgeschnetzelt eierschwammli rosti salat,0.0028830587035106785
pad thai chick ei gerosteten erdnuss salat,0.002860881328868289
schweins-cordon bleu zitronenschnitz country cut bohn,0.0028497926415470935
maiskrokett salsa verd ratatouillegemus salat,0.002838703954225899
paniertes schnitzel preiselbe country cut salat,0.002827615266904704
geflugel frikasse pilawreis ingw erbsengemus salat,0.0027943492049411194
paniertes schnitzel preiselbe country cut karott,0.0027721718302987294
rindsschmorbrat dorrfruchten schmorsauc bramata polenta gedunstete erbs,0.0027610831429775344
vegi burg vegi-planet-patty pecorino kartoffelwedg salat,0.0027610831429775344
farfall oliven grun schwarz rotes tomatenpesto parmesan salat,0.0027389057683351445
cheese burg burgersauc zwiebeln cornichon sesambun pommes frit salat,0.0027278170810139495
kalbsgeschnetzelt paprikasauc tagliatell bohn salat,0.00268346233172917
gedampfte lachstranch zitronengras-ingwersauc jasminreis pak choi salat,0.0026501962697655854
heilbutt of orangenpfeffer-pistazienkrust kerbelsauc pilawreis kichererbsen-kohlgemus salat,0.002650196269765585
lasagne al forno bolognese rind reibkas salat,0.0026391075824443904
lucky raclette burg rind brioche bun speck burgersauc marinerten zwiebeln cole slaw susskartoffelpomm salat,0.002628018895123196
felchenfilet gebrat tomaten-concassé quinoa spinat salat,0.0026169302078020004
ravioli kurbisfull krauterrahmsauc rucola salat,0.002605841520480806
paniertes schnitzel preiselbe country cut vanille karott,0.0026058415204808054
gedampfte lachstranch weissweinsauc dillkartoffeln broccoli salat,0.0025947528331596104
gefullte aubergin reis peperonata sauerrahmdip salat,0.002572575458517221
sellerie piccata tomatensalsa spaghetti salat,0.002572575458517221
poulet kung pao jasminreis salat,0.002561486771196026
pouletbrust salbeijus gemusereis karott salat,0.002550398083874831
appenzeller cordon bleu zitronenschnitz pommes frit blattspinat,0.0025503980838748304
kase-spazl gemus rostzwiebeln salat,0.0025060433345900513
buddha bowl kichererbs wasabicrem verschiedene salat,0.0025060433345900513
tofu zurcher art champignon rosti salat,0.0024949546472688563
keftedakia griech . rinds- hackfleischballchen minz joghurt-dip griechischer salat salat,0.0024838659599476618
kalbfleischrollch frischkasesauc tagliatell gedampfte tomat salat,0.0024838659599476613
indisches linsen dal gemus jasminreis salat,0.0024505998979840763
ofenschink senfsauc winterliches ofengemus kartoffeln salat,0.0024395112106628818
gehacktes hornli rind apfelmus salat,0.002406245148699297
pizza michelangelo tomat rohschink rucola salat,0.002395156461378102
ravioli verdura pesto-rahmsauc salat,0.0023618903994145173
panierter tofu panko zitronenschnitz susskartoffel-pomm salat,0.0023508017120933223
gegrillter lach rotweinbutt safranrisotto spinat salat,0.0023508017120933223
gebratenes forellenfilet kurkumasauc krauterreis peperonata salat,0.0023397130247721273
kottbullar fleischballchen rahmsauc kartoffelstock preiselbe salat,0.0023397130247721273
currywurst pommes frit salat,0.0023175356501297377
rehgeschnetzelt pilzrahmsauc spatzli marroni rosenkohl speck,0.0022953582754873477
lasagne al forno rindfleisch kase uberback salat,0.002273180900844958
poulet-gemusecurry selleri basmatireis salat,0.002273180900844958
poulardenbrust oreganosauc vollkornrisotto karotten-duo salat,0.002262092213523763
cheese burg burgersauc salat cornichons sesambun susskartoffel pomm salat,0.002251003526202568
zurcher kalbsgeschnetzelt butter-rosti marktgemus,0.0022399148388813736
schweins cordon bleu gefullt taleggio coppa rucolarisotto salat,0.002239914838881373
red thai chicken curry jasminreis wok-gemus,0.0022399148388813728
gemuserosti spiegelei salat,0.002228826151560178
melanzane parmigiano auberginenauflauf polenta salat,0.002228826151560178
mah me wokgemus edamame sojabohn salat,0.0022066487769177886
truten saltimbocca salbei jus tomatenrisotto zucchetti salat,0.002195560089596593
indisches ragout lach papaya wildreis spinat salat,0.002173382714954204
rindfleischballch orientalische gewurzsauc randen-couscous salat,0.002173382714954204
geschnetzelte kalbsleb rosti broccoli,0.0021733827149542037
rainbow bowl susskartoffeln kaki salat,0.002151205340311814
salmragout safransauc basmatireis spinat salat,0.002151205340311814
orient bowl falafel gerostete nuss blumenkohl salat,0.002151205340311814
strangolapreti spinat-brotnock salbeibutt parmesanflock ratatouill salat,0.0021512053403118137
kartoffel-gnocchi gorgonzolasauc salat,0.002140116652990619
kartoffel-marroni- rosenkohlgratin salat,0.002106850591027034
spatzle gratin cremige haselnussspatzl karottenwurfeln kase uberback salat,0.002106850591027034
gebratene dorad zitronenchutney roter quinoa pfalzer brunois spinat salat,0.002106850591027034
anti pasti bowl spinat aubergin artischock zwiebeln verschiedene salat,0.0020957619037058396
kartoffel-lauchrosti rauchlachs sauerrahm-dip salat,0.0020735845290634496
poulet cordon bleu frischkas haselnusspanad krauter-olivenpolenta salat,0.002073584529063449
cheese burg burgersauc salat cornichons sesambun pommes frit salat,0.002073584529063449
flaskstek charlemagn schweinssteak grune bohn kartoffelgratin,0.002073584529063449
grune spargeln polnische art neue kartoffeln salat,0.0020624958417422546
gyros schweinsgeschnetzelt pita-brot gefullt krautsalat tomaten tzatziki salat,0.0020624958417422546
dinkelcremesupp alplermagron landjag gruyère uberback apfelmus salat,0.0020624958417422546
burrito bowl rindfleisch marinierte avocado tomaten salsa salat,0.0020514071544210596
ricotta spinat ravioli salbeibutt parmesan salat,0.0020514071544210596
bio-rindsragout bratkartoffeln salat,0.0020292297797786696
spaghetti kurbiskernpesto parmesansplitt salat,0.0020181410924574746
berliner curry wurst currywurst sauc pommes semmel salat,0.00200705240513628
geschnetzeltes sauli waldpilzsauc rostkrokett broccoli,0.00200705240513628
seelachs  bordelaise  kerbel-dillsauc salzkartoffeln blumenkohl polnische art salat,0.001995963717815085
grillgemus zucchetti humus-joghurt-dip folienkartoffeln salat,0.001995963717815085
mac n chees bergkase uberback rostzwiebeln salat,0.001973786343172695
zurcher ratsherrenpfann kalbfleisch champignons mischgemus salat hopp zuriiiii,0.001973786343172695
forellenfilet gebrat tomaten-concassé hirsotto spinat salat,0.0019626976558515
hacktatschli rahmsauc nudeln karottengemus,0.0019626976558515
geschnetzelte kalbsleb rosti salat,0.0019405202812091105
pouletgeschnetzelt tomaten-wermutsauc tagliatell fenchel salat,0.0019405202812091103
raclett gschwellti maiskolb salat,0.0019294315938879157
vegetarische ravioli gorgonzolasauc salat,0.0019294315938879155
doradenfilet gebrat zitronenschaum quinoa broccoli salat,0.0019294315938879155
erbsen-blumenkohlstroganoff quorn spatzli salat,0.0019294315938879155
tofuragout kartoffeln  orientalische art  salat,0.0019294315938879155
pastetli gemuseragout-champignons- frischkase-full salat,0.001918342906566721
